>	10.00	40.00	86.00		-245.10	27.22	269.28
>	10.00	44.00	86.00		7.73	-0.86	196.47
>	10.00	48.00	86.00		-212.30	23.58	51.54
>	10.00	52.00	86.00		-177.49	19.71	313.82
>	10.00	56.00	86.00		-2.96	0.33	115.88
>	10.00	60.00	86.00		-265.93	29.54	112.36
>	10.00	64.00	86.00		-96.69	10.74	314.89
>	10.00	68.00	86.00		-54.97	6.11	53.64
>	10.00	72.00	86.00		-278.75	30.96	192.64
>	10.00	76.00	86.00		-27.92	3.10	272.18
>	10.00	80.00	86.00		-132.05	14.67	29.20
>	10.00	84.00	86.00		-246.75	27.41	267.31
>	10.00	88.00	86.00		7.33	-0.81	199.01
>	10.00	40.00	90.00		-37.08	4.12	46.82
>	10.00	44.00	90.00		215.75	-23.96	-25.99
>	10.00	48.00	90.00		-4.28	0.47	-170.92
>	10.00	52.00	90.00		30.53	-3.39	91.36
>	10.00	56.00	90.00		205.06	-22.78	-106.58
>	10.00	60.00	90.00		-57.91	6.43	-110.10
>	10.00	64.00	90.00		111.34	-12.37	92.43
>	10.00	68.00	90.00		153.05	-17.00	-168.82
>	10.00	72.00	90.00		-70.73	7.86	-29.82
>	10.00	76.00	90.00		180.10	-20.00	49.72
>	10.00	80.00	90.00		75.98	-8.44	-193.26
>	10.00	84.00	90.00		-38.73	4.30	44.85
>	10.00	88.00	90.00		215.35	-23.92	-23.45
>	10.00	40.00	94.00		-98.65	10.96	345.92
>	10.00	44.00	94.00		154.19	-17.13	273.11
>	10.00	48.00	94.00		-65.84	7.31	128.17
>	10.00	52.00	94.00		-31.03	3.45	390.45
>	10.00	56.00	94.00		143.49	-15.94	192.51
>	10.00	60.00	94.00		-119.47	13.27	189.00
>	10.00	64.00	94.00		49.77	-5.53	391.53
>	10.00	68.00	94.00		91.49	-10.16	130.28
>	10.00	72.00	94.00		-132.29	14.69	269.28
>	10.00	76.00	94.00		118.54	-13.17	348.82
>	10.00	80.00	94.00		14.41	-1.60	105.83
>	10.00	84.00	94.00		-100.29	11.14	343.94
>	10.00	88.00	94.00		153.78	-17.08	275.65
>	10.00	40.00	98.00		-201.74	22.41	58.63
>	10.00	44.00	98.00		51.09	-5.67	-14.18
>	10.00	48.00	98.00		-168.94	18.76	-159.12
>	10.00	52.00	98.00		-134.13	14.90	103.16
>	10.00	56.00	98.00		40.40	-4.49	-94.78
>	10.00	60.00	98.00		-222.57	24.72	-98.29
>	10.00	64.00	98.00		-53.33	5.92	104.24
>	10.00	68.00	98.00		-11.61	1.29	-157.01
>	10.00	72.00	98.00		-235.39	26.14	-18.01
>	10.00	76.00	98.00		15.44	-1.71	61.53
>	10.00	80.00	98.00		-88.69	9.85	-181.46
>	10.00	84.00	98.00		-203.39	22.59	56.65
>	10.00	88.00	98.00		50.69	-5.63	-11.64
>	10.00	40.00	102.00		35.53	-3.95	249.16
>	10.00	44.00	102.00		288.37	-32.03	176.35
>	10.00	48.00	102.00		68.33	-7.59	31.42
>	10.00	52.00	102.00		103.14	-11.46	293.69
>	10.00	56.00	102.00		277.67	-30.84	95.75
>	10.00	60.00	102.00		14.70	-1.63	92.24
>	10.00	64.00	102.00		183.95	-20.43	294.77
>	10.00	68.00	102.00		225.66	-25.06	33.52
>	10.00	72.00	102.00		1.89	-0.21	172.52
>	10.00	76.00	102.00		252.71	-28.07	252.06
>	10.00	80.00	102.00		148.59	-16.50	9.08
>	10.00	84.00	102.00		33.88	-3.76	247.19
>	10.00	88.00	102.00		287.96	-31.98	178.89
>	10.00	40.00	106.00		-265.76	29.52	211.72
>	10.00	44.00	106.00		-12.92	1.44	138.91
>	10.00	48.00	106.00		-232.95	25.87	-6.02
>	10.00	52.00	106.00		-198.15	22.01	256.26
>	10.00	56.00	106.00		-23.62	2.62	58.32
>	10.00	60.00	106.00		-286.58	31.83	54.81
>	10.00	64.00	106.00		-117.34	13.03	257.34
>	10.00	68.00	106.00		-75.62	8.40	-3.92
>	10.00	72.00	106.00		-299.40	33.25	135.09
>	10.00	76.00	106.00		-48.58	5.40	214.62
>	10.00	80.00	106.00		-152.70	16.96	-28.36
>	10.00	84.00	106.00		-267.41	29.70	209.75
>	10.00	88.00	106.00		-13.33	1.48	141.46
>	10.00	40.00	110.00		10.45	-1.16	84.99
>	10.00	44.00	110.00		263.29	-29.24	12.18
>	10.00	48.00	110.00		43.26	-4.80	-132.75
>	10.00	52.00	110.00		78.07	-8.67	129.53
>	10.00	56.00	110.00		252.59	-28.05	-68.41
>	10.00	60.00	110.00		-10.37	1.15	-71.93
>	10.00	64.00	110.00		158.87	-17.65	130.61
>	10.00	68.00	110.00		200.59	-22.28	-130.65
>	10.00	72.00	110.00		-23.19	2.58	8.35
>	10.00	76.00	110.00		227.64	-25.28	87.89
>	10.00	80.00	110.00		123.51	-13.72	-155.09
>	10.00	84.00	110.00		8.81	-0.98	83.02
>	10.00	88.00	110.00		262.88	-29.20	14.72
>	10.00	40.00	114.00		-159.01	17.66	338.42
>	10.00	44.00	114.00		93.83	-10.42	265.61
>	10.00	48.00	114.00		-126.20	14.02	120.67
>	10.00	52.00	114.00		-91.40	10.15	382.95
>	10.00	56.00	114.00		83.13	-9.23	185.01
>	10.00	60.00	114.00		-179.83	19.97	181.50
>	10.00	64.00	114.00		-10.59	1.18	384.03
>	10.00	68.00	114.00		31.13	-3.46	122.78
>	10.00	72.00	114.00		-192.65	21.40	261.78
>	10.00	76.00	114.00		58.17	-6.46	341.32
>	10.00	80.00	114.00		-45.95	5.10	98.33
>	10.00	84.00	114.00		-160.66	17.84	336.44
>	10.00	88.00	114.00		93.42	-10.38	268.15
>	14.00	40.00	50.00		88.82	-129.34	35.84
>	14.00	44.00	50.00		-55.19	80.37	-36.97
>	14.00	48.00	50.00		70.13	-102.13	-181.90
>	14.00	52.00	50.00		50.31	-73.26	80.38
>	14.00	56.00	50.00		-49.10	71.50	-117.56
>	14.00	60.00	50.00		100.68	-146.61	-121.08
>	14.00	64.00	50.00		4.28	-6.24	81.46
>	14.00	68.00	50.00		-19.48	28.36	-179.80
>	14.00	72.00	50.00		107.98	-157.24	-40.80
>	14.00	76.00	50.00		-34.88	50.80	38.74
>	14.00	80.00	50.00		24.42	-35.56	-204.24
>	14.00	84.00	50.00		89.76	-130.70	33.87
>	14.00	88.00	50.00		-54.96	80.03	-34.43
>	14.00	40.00	54.00		-4.75	6.92	292.69
>	14.00	44.00	54.00		-148.77	216.62	219.88
>	14.00	48.00	54.00		-23.44	34.13	74.95
>	14.00	52.00	54.00		-43.27	63.00	337.23
>	14.00	56.00	54.00		-142.67	207.75	139.29
>	14.00	60.00	54.00		7.11	-10.35	135.77
>	14.00	64.00	54.00		-89.29	130.02	338.31
>	14.00	68.00	54.00		-113.05	164.62	77.05
>	14.00	72.00	54.00		14.41	-20.98	216.06
>	14.00	76.00	54.00		-128.46	187.05	295.59
>	14.00	80.00	54.00		-69.15	100.69	52.61
>	14.00	84.00	54.00		-3.82	5.56	290.72
>	14.00	88.00	54.00		-148.54	216.29	222.43
>	14.00	40.00	58.00		151.08	-219.99	160.31
>	14.00	44.00	58.00		7.06	-10.29	87.50
>	14.00	48.00	58.00		132.39	-192.78	-57.43
>	14.00	52.00	58.00		112.56	-163.91	204.85
>	14.00	56.00	58.00		13.16	-19.16	6.91
>	14.00	60.00	58.00		162.94	-237.26	3.40
>	14.00	64.00	58.00		66.54	-96.89	205.93
>	14.00	68.00	58.00		42.78	-62.29	-55.33
>	14.00	72.00	58.00		170.24	-247.89	83.68
>	14.00	76.00	58.00		27.37	-39.86	163.22
>	14.00	80.00	58.00		86.68	-126.22	-79.77
>	14.00	84.00	58.00		152.01	-221.35	158.34
>	14.00	88.00	58.00		7.29	-10.62	90.05
>	14.00	40.00	62.00		-20.93	30.48	129.07
>	14.00	44.00	62.00		-164.94	240.18	56.26
>	14.00	48.00	62.00		-39.62	57.69	-88.67
>	14.00	52.00	62.00		-59.44	86.56	173.61
>	14.00	56.00	62.00		-158.85	231.31	-24.33
>	14.00	60.00	62.00		-9.07	13.21	-27.84
>	14.00	64.00	62.00		-105.47	153.58	174.69
>	14.00	68.00	62.00		-129.23	188.18	-86.57
>	14.00	72.00	62.00		-1.77	2.57	52.44
>	14.00	76.00	62.00		-144.64	210.61	131.98
>	14.00	80.00	62.00		-85.33	124.25	-111.01
>	14.00	84.00	62.00		-19.99	29.11	127.10
>	14.00	88.00	62.00		-164.71	239.84	58.81
>	14.00	40.00	66.00		116.39	-169.48	314.69
>	14.00	44.00	66.00		-27.62	40.22	241.88
>	14.00	48.00	66.00		97.71	-142.27	96.95
>	14.00	52.00	66.00		77.88	-113.40	359.23
>	14.00	56.00	66.00		-21.53	31.35	161.29
>	14.00	60.00	66.00		128.25	-186.75	157.78
>	14.00	64.00	66.00		31.85	-46.38	360.31
>	14.00	68.00	66.00		8.09	-11.78	99.05
>	14.00	72.00	66.00		135.55	-197.38	238.06
>	14.00	76.00	66.00		-7.31	10.65	317.60
>	14.00	80.00	66.00		51.99	-75.71	74.61
>	14.00	84.00	66.00		117.33	-170.85	312.72
>	14.00	88.00	66.00		-27.39	39.88	244.43
>	14.00	40.00	70.00		54.36	-79.16	29.58
>	14.00	44.00	70.00		-89.65	130.55	-43.23
>	14.00	48.00	70.00		35.67	-51.95	-188.16
>	14.00	52.00	70.00		15.85	-23.08	74.12
>	14.00	56.00	70.00		-83.56	121.67	-123.82
>	14.00	60.00	70.00		66.22	-96.43	-127.34
>	14.00	64.00	70.00		-30.18	43.94	75.20
>	14.00	68.00	70.00		-53.94	78.54	-186.06
>	14.00	72.00	70.00		73.52	-107.06	-47.06
>	14.00	76.00	70.00		-69.34	100.97	32.48
>	14.00	80.00	70.00		-10.04	14.61	-210.50
>	14.00	84.00	70.00		55.30	-80.52	27.61
>	14.00	88.00	70.00		-89.42	130.21	-40.69
>	14.00	40.00	74.00		22.76	-33.14	329.88
>	14.00	44.00	74.00		-121.26	176.56	257.07
>	14.00	48.00	74.00		4.07	-5.93	112.14
>	14.00	52.00	74.00		-15.75	22.94	374.42
>	14.00	56.00	74.00		-115.16	167.69	176.48
>	14.00	60.00	74.00		34.62	-50.41	172.96
>	14.00	64.00	74.00		-61.78	89.96	375.49
>	14.00	68.00	74.00		-85.54	124.56	114.24
>	14.00	72.00	74.00		41.92	-61.04	253.24
>	14.00	76.00	74.00		-100.95	146.99	332.78
>	14.00	80.00	74.00		-41.64	60.63	89.80
>	14.00	84.00	74.00		23.70	-34.50	327.91
>	14.00	88.00	74.00		-121.02	176.23	259.61
>	14.00	40.00	78.00		138.65	-201.89	103.19
>	14.00	44.00	78.00		-5.36	7.81	30.38
>	14.00	48.00	78.00		119.96	-174.68	-114.55
>	14.00	52.00	78.00		100.14	-145.81	147.73
>	14.00	56.00	78.00		0.73	-1.06	-50.21
>	14.00	60.00	78.00		150.51	-219.16	-53.72
>	14.00	64.00	78.00		54.11	-78.79	148.81
>	14.00	68.00	78.00		30.35	-44.19	-112.45
>	14.00	72.00	78.00		157.81	-229.80	26.56
>	14.00	76.00	78.00		14.94	-21.76	106.10
>	14.00	80.00	78.00		74.25	-108.12	-136.89
>	14.00	84.00	78.00		139.59	-203.26	101.22
>	14.00	88.00	78.00		-5.13	7.47	32.93
>	14.00	40.00	82.00		-27.26	39.70	189.24
>	14.00	44.00	82.00		-171.27	249.40	116.43
>	14.00	48.00	82.00		-45.95	66.91	-28.51
>	14.00	52.00	82.00		-65.77	95.78	233.77
>	14.00	56.00	82.00		-165.18	240.53	35.83
>	14.00	60.00	82.00		-15.40	22.43	32.32
>	14.00	64.00	82.00		-111.80	162.80	234.85
>	14.00	68.00	82.00		-135.56	197.39	-26.40
>	14.00	72.00	82.00		-8.10	11.79	112.60
>	14.00	76.00	82.00		-150.97	219.83	192.14
>	14.00	80.00	82.00		-91.66	133.47	-50.84
>	14.00	84.00	82.00		-26.32	38.33	187.27
>	14.00	88.00	82.00		-171.04	249.06	118.97
>	14.00	40.00	86.00		139.61	-203.29	269.28
>	14.00	44.00	86.00		-4.40	6.41	196.47
>	14.00	48.00	86.00		120.92	-176.08	51.54
>	14.00	52.00	86.00		101.10	-147.21	313.82
>	14.00	56.00	86.00		1.69	-2.46	115.88
>	14.00	60.00	86.00		151.47	-220.56	112.36
>	14.00	64.00	86.00		55.07	-80.19	314.89
>	14.00	68.00	86.00		31.31	-45.59	53.64
>	14.00	72.00	86.00		158.77	-231.19	192.64
>	14.00	76.00	86.00		15.90	-23.16	272.18
>	14.00	80.00	86.00		75.21	-109.52	29.20
>	14.00	84.00	86.00		140.55	-204.66	267.31
>	14.00	88.00	86.00		-4.17	6.08	199.01
>	14.00	40.00	90.00		21.12	-30.76	46.82
>	14.00	44.00	90.00		-122.89	178.95	-25.99
>	14.00	48.00	90.00		2.44	-3.55	-170.92
>	14.00	52.00	90.00		-17.39	25.32	91.36
>	14.00	56.00	90.00		-116.80	170.08	-106.58
>	14.00	60.00	90.00		32.98	-48.03	-110.10
>	14.00	64.00	90.00		-63.42	92.34	92.43
>	14.00	68.00	90.00		-87.18	126.94	-168.82
>	14.00	72.00	90.00		40.28	-58.66	-29.82
>	14.00	76.00	90.00		-102.58	149.38	49.72
>	14.00	80.00	90.00		-43.28	63.01	-193.26
>	14.00	84.00	90.00		22.06	-32.12	44.85
>	14.00	88.00	90.00		-122.66	178.61	-23.45
>	14.00	40.00	94.00		56.19	-81.82	345.92
>	14.00	44.00	94.00		-87.82	127.88	273.11
>	14.00	48.00	94.00		37.50	-54.61	128.17
>	14.00	52.00	94.00		17.68	-25.74	390.45
>	14.00	56.00	94.00		-81.73	119.01	192.51
>	14.00	60.00	94.00		68.05	-99.09	189.00
>	14.00	64.00	94.00		-28.35	41.28	391.53
>	14.00	68.00	94.00		-52.11	75.88	130.28
>	14.00	72.00	94.00		75.35	-109.72	269.28
>	14.00	76.00	94.00		-67.52	98.31	348.82
>	14.00	80.00	94.00		-8.21	11.95	105.83
>	14.00	84.00	94.00		57.13	-83.18	343.94
>	14.00	88.00	94.00		-87.59	127.55	275.65
>	14.00	40.00	98.00		114.91	-167.33	58.63
>	14.00	44.00	98.00		-29.10	42.38	-14.18
>	14.00	48.00	98.00		96.23	-140.12	-159.12
>	14.00	52.00	98.00		76.40	-111.25	103.16
>	14.00	56.00	98.00		-23.01	33.50	-94.78
>	14.00	60.00	98.00		126.77	-184.60	-98.29
>	14.00	64.00	98.00		30.37	-44.23	104.24
>	14.00	68.00	98.00		6.61	-9.63	-157.01
>	14.00	72.00	98.00		134.07	-195.23	-18.01
>	14.00	76.00	98.00		-8.79	12.80	61.53
>	14.00	80.00	98.00		50.51	-73.56	-181.46
>	14.00	84.00	98.00		115.85	-168.69	56.65
>	14.00	88.00	98.00		-28.87	42.04	-11.64
>	14.00	40.00	102.00		-20.24	29.47	249.16
>	14.00	44.00	102.00		-164.25	239.17	176.35
>	14.00	48.00	102.00		-38.92	56.68	31.42
>	14.00	52.00	102.00		-58.75	85.55	293.69
>	14.00	56.00	102.00		-158.16	230.30	95.75
>	14.00	60.00	102.00		-8.38	12.20	92.24
>	14.00	64.00	102.00		-104.77	152.57	294.77
>	14.00	68.00	102.00		-128.54	187.17	33.52
>	14.00	72.00	102.00		-1.07	1.56	172.52
>	14.00	76.00	102.00		-143.94	209.60	252.06
>	14.00	80.00	102.00		-84.63	123.24	9.08
>	14.00	84.00	102.00		-19.30	28.10	247.19
>	14.00	88.00	102.00		-164.02	238.83	178.89
>	14.00	40.00	106.00		151.37	-220.42	211.72
>	14.00	44.00	106.00		7.36	-10.72	138.91
>	14.00	48.00	106.00		132.69	-193.21	-6.02
>	14.00	52.00	106.00		112.86	-164.34	256.26
>	14.00	56.00	106.00		13.45	-19.59	58.32
>	14.00	60.00	106.00		163.23	-237.69	54.81
>	14.00	64.00	106.00		66.84	-97.32	257.34
>	14.00	68.00	106.00		43.07	-62.72	-3.92
>	14.00	72.00	106.00		170.54	-248.32	135.09
>	14.00	76.00	106.00		27.67	-40.29	214.62
>	14.00	80.00	106.00		86.98	-126.65	-28.36
>	14.00	84.00	106.00		152.31	-221.79	209.75
>	14.00	88.00	106.00		7.59	-11.05	141.46
>	14.00	40.00	110.00		-5.95	8.67	84.99
>	14.00	44.00	110.00		-149.97	218.37	12.18
>	14.00	48.00	110.00		-24.64	35.88	-132.75
>	14.00	52.00	110.00		-44.47	64.75	129.53
>	14.00	56.00	110.00		-143.87	209.50	-68.41
>	14.00	60.00	110.00		5.91	-8.60	-71.93
>	14.00	64.00	110.00		-90.49	131.77	130.61
>	14.00	68.00	110.00		-114.25	166.37	-130.65
>	14.00	72.00	110.00		13.21	-19.23	8.35
>	14.00	76.00	110.00		-129.66	188.80	87.89
>	14.00	80.00	110.00		-70.35	102.44	-155.09
>	14.00	84.00	110.00		-5.02	7.30	83.02
>	14.00	88.00	110.00		-149.74	218.04	14.72
>	14.00	40.00	114.00		90.57	-131.88	338.42
>	14.00	44.00	114.00		-53.44	77.82	265.61
>	14.00	48.00	114.00		71.88	-104.67	120.67
>	14.00	52.00	114.00		52.06	-75.80	382.95
>	14.00	56.00	114.00		-47.35	68.95	185.01
>	14.00	60.00	114.00		102.43	-149.15	181.50
>	14.00	64.00	114.00		6.03	-8.78	384.03
>	14.00	68.00	114.00		-17.73	25.82	122.78
>	14.00	72.00	114.00		109.73	-159.79	261.78
>	14.00	76.00	114.00		-33.14	48.25	341.32
>	14.00	80.00	114.00		26.17	-38.11	98.33
>	14.00	84.00	114.00		91.51	-133.25	336.44
>	14.00	88.00	114.00		-53.21	77.48	268.15
>	18.00	40.00	50.00		39.82	151.76	35.84
>	18.00	44.00	50.00		-24.75	-94.30	-36.97
>	18.00	48.00	50.00		31.45	119.83	-181.90
>	18.00	52.00	50.00		22.56	85.96	80.38
>	18.00	56.00	50.00		-22.01	-83.89	-117.56
>	18.00	60.00	50.00		45.14	172.03	-121.08
>	18.00	64.00	50.00		1.92	7.32	81.46
>	18.00	68.00	50.00		-8.73	-33.28	-179.80
>	18.00	72.00	50.00		48.42	184.50	-40.80
>	18.00	76.00	50.00		-15.64	-59.60	38.74
>	18.00	80.00	50.00		10.95	41.73	-204.24
>	18.00	84.00	50.00		40.24	153.36	33.87
>	18.00	88.00	50.00		-24.64	-93.91	-34.43
>	18.00	40.00	54.00		-2.13	-8.12	292.69
>	18.00	44.00	54.00		-66.70	-254.18	219.88
>	18.00	48.00	54.00		-10.51	-40.05	74.95
>	18.00	52.00	54.00		-19.40	-73.92	337.23
>	18.00	56.00	54.00		-63.97	-243.77	139.29
>	18.00	60.00	54.00		3.19	12.14	135.77
>	18.00	64.00	54.00		-40.04	-152.56	338.31
>	18.00	68.00	54.00		-50.69	-193.16	77.05
>	18.00	72.00	54.00		6.46	24.62	216.06
>	18.00	76.00	54.00		-57.60	-219.48	295.59
>	18.00	80.00	54.00		-31.00	-118.15	52.61
>	18.00	84.00	54.00		-1.71	-6.52	290.72
>	18.00	88.00	54.00		-66.60	-253.79	222.43
>	18.00	40.00	58.00		67.74	258.13	160.31
>	18.00	44.00	58.00		3.17	12.07	87.50
>	18.00	48.00	58.00		59.36	226.20	-57.43
>	18.00	52.00	58.00		50.47	192.33	204.85
>	18.00	56.00	58.00		5.90	22.48	6.91
>	18.00	60.00	58.00		73.06	278.39	3.40
>	18.00	64.00	58.00		29.83	113.69	205.93
>	18.00	68.00	58.00		19.18	73.09	-55.33
>	18.00	72.00	58.00		76.33	290.87	83.68
>	18.00	76.00	58.00		12.27	46.77	163.22
>	18.00	80.00	58.00		38.86	148.10	-79.77
>	18.00	84.00	58.00		68.16	259.73	158.34
>	18.00	88.00	58.00		3.27	12.46	90.05
>	18.00	40.00	62.00		-9.38	-35.76	129.07
>	18.00	44.00	62.00		-73.96	-281.82	56.26
>	18.00	48.00	62.00		-17.76	-67.69	-88.67
>	18.00	52.00	62.00		-26.65	-101.56	173.61
>	18.00	56.00	62.00		-71.22	-271.41	-24.33
>	18.00	60.00	62.00		-4.07	-15.50	-27.84
>	18.00	64.00	62.00		-47.29	-180.20	174.69
>	18.00	68.00	62.00		-57.94	-220.80	-86.57
>	18.00	72.00	62.00		-0.79	-3.02	52.44
>	18.00	76.00	62.00		-64.85	-247.12	131.98
>	18.00	80.00	62.00		-38.26	-145.79	-111.01
>	18.00	84.00	62.00		-8.96	-34.16	127.10
>	18.00	88.00	62.00		-73.85	-281.43	58.81
>	18.00	40.00	66.00		52.19	198.87	314.69
>	18.00	44.00	66.00		-12.38	-47.19	241.88
>	18.00	48.00	66.00		43.81	166.94	96.95
>	18.00	52.00	66.00		34.92	133.06	359.23
>	18.00	56.00	66.00		-9.65	-36.79	161.29
>	18.00	60.00	66.00		57.50	219.13	157.78
>	18.00	64.00	66.00		14.28	54.42	360.31
>	18.00	68.00	66.00		3.63	13.83	99.05
>	18.00	72.00	66.00		60.78	231.61	238.06
>	18.00	76.00	66.00		-3.28	-12.50	317.60
>	18.00	80.00	66.00		23.31	88.84	74.61
>	18.00	84.00	66.00		52.61	200.47	312.72
>	18.00	88.00	66.00		-12.28	-46.80	244.43
>	18.00	40.00	70.00		24.37	92.88	29.58
>	18.00	44.00	70.00		-40.20	-153.18	-43.23
>	18.00	48.00	70.00		16.00	60.95	-188.16
>	18.00	52.00	70.00		7.11	27.08	74.12
>	18.00	56.00	70.00		-37.47	-142.77	-123.82
>	18.00	60.00	70.00		29.69	113.15	-127.34
